"Hard and Soft Credit : Constituent : JHAS ID","Hard and Soft Credit : Constituent : Date of Most Recent Gift","Hard and Soft Credit : Constituent : Date of Most Recent Pledge"
"10134376","12/3/2019",""
"10134376","12/3/2019",""
"10134376","12/3/2019",""
"10134376","12/3/2019",""
"10134513","9/17/1996",""
"10134547","2/5/2007",""
"10134571","10/8/1996",""
"10134572","10/8/1996",""
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357216","1/4/2000","4/7/2017"
"10357226","3/8/1999","2/4/1997"
"10357226","3/8/1999","2/4/1997"
"10357226","3/8/1999","2/4/1997"
"10357226","3/8/1999","2/4/1997"
"10357286","10/14/1996",""
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357315","12/20/2022","11/6/2000"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357317","","10/6/1999"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357330","2/17/1997","10/12/2005"
"10357335","7/25/1996",""
"10357347","8/4/1997",""
"10357351","","3/10/2002"
"10357351","","3/10/2002"
"10357351","","3/10/2002"
"10357351","","3/10/2002"
"10357351","","3/10/2002"
"10357351","","3/10/2002"
"10357351","","3/10/2002"
"10357351","","3/10/2002"
"10357393","8/17/1996","1/13/2010"
"10357393","8/17/1996","1/13/2010"
"10357393","8/17/1996","1/13/2010"
"10357393","8/17/1996","1/13/2010"
"10357527","7/23/2001","10/7/2004"
"10357544","3/13/2021","9/13/2008"
"10357586","12/10/2024",""
"10357611","12/13/2010",""
"10357611","12/13/2010",""
"10357737","2/21/2025",""
"10357737","2/21/2025",""
"10357760","10/24/2019","9/7/2014"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357912","1/12/2024","9/14/2015"
"10357939","10/24/1996",""
"10357943","11/4/1996",""
"10357996","12/5/2002","11/12/2000"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358036","2/21/2020","10/14/2015"
"10358100","2/15/2014",""
"10358100","2/15/2014",""
"10358100","2/15/2014",""
"10358407","4/14/1997",""
"10358424","2/18/2020","2/18/2001"
"10358424","2/18/2020","2/18/2001"
"10358424","2/18/2020","2/18/2001"
"10358424","2/18/2020","2/18/2001"
"10358424","2/18/2020","2/18/2001"
"10358429","6/22/1998",""
"10358430","6/22/1998",""
"10358445","11/2/2005",""
"10358509","12/2/1996",""
"10358515","6/7/2017",""
"10358557","4/16/2007",""
"10358557","4/16/2007",""
"10358557","4/16/2007",""
"10358675","2/5/2025",""
"10358700","12/12/1999",""
"10358731","",""
"10358731","",""
"10358736","2/22/2025",""
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358756","6/3/1997","9/12/2005"
"10358817","12/15/1996",""
"10358915","6/18/2022",""
"10359063","4/24/2013",""
"10359142","1/3/2025","5/15/2005"
"10359142","1/3/2025","5/15/2005"
"10359249","12/24/1996",""
"10359259","",""
"10359259","",""
"10359445","8/30/2003","9/17/2002"
"10359466","1/3/1997",""
"10359519","11/23/2019",""
"10359558","8/10/1998",""
"10359656","3/30/2018",""
"10359688","3/31/2016",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359721","5/30/2024",""
"10359746","1/30/1997",""
"10359753","4/28/1997",""
"10359759","","2/26/2004"
"10359759","","2/26/2004"
"10359805","12/15/1996",""
"10359809","1/31/1997",""
"10359810","1/31/1997",""
"10360047","5/7/2019","12/7/2003"
"10360047","5/7/2019","12/7/2003"
"10360047","5/7/2019","12/7/2003"
"10360047","5/7/2019","12/7/2003"
"10360047","5/7/2019","12/7/2003"
"10360047","5/7/2019","12/7/2003"
"10360047","5/7/2019","12/7/2003"
"10360047","5/7/2019","12/7/2003"
"10360151","8/13/2008","12/31/2003"
"10360151","8/13/2008","12/31/2003"
"10360151","8/13/2008","12/31/2003"
"10360151","8/13/2008","12/31/2003"
"10360151","8/13/2008","12/31/2003"
"10360159","10/25/1999",""
"10360247","11/2/1999",""
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360359","2/4/2020","4/15/2016"
"10360384","12/8/2010",""
"10360384","12/8/2010",""
"10360384","12/8/2010",""
"10360434","3/12/1999",""
"10360445","","6/12/1997"
"10360445","","6/12/1997"
"10360448","","6/11/1997"
"10360448","","6/11/1997"
"10360479","10/21/2008",""
"10360479","10/21/2008",""
"10360479","10/21/2008",""
"10360482","3/21/1997",""
"10360483","3/22/1997",""
"10360491","12/2/2008",""
"10360536","12/11/2001",""
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360539","1/18/2019","1/28/2016"
"10360583","3/24/1997",""
"10360597","9/15/2023","10/18/2006"
"10360630","5/9/2000","3/1/1999"
"10360630","5/9/2000","3/1/1999"
"10360630","5/9/2000","3/1/1999"
"10360630","5/9/2000","3/1/1999"
"10360630","5/9/2000","3/1/1999"
"10360630","5/9/2000","3/1/1999"
"10360630","5/9/2000","3/1/1999"
"10360631","11/16/1998",""
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360636","5/7/2024","9/14/1999"
"10360637","5/9/2018",""
"10360646","2/10/2005","3/7/2000"
"10360646","2/10/2005","3/7/2000"
"10360646","2/10/2005","3/7/2000"
"10360646","2/10/2005","3/7/2000"
"10360676","","11/2/2000"
"10360676","","11/2/2000"
"10360676","","11/2/2000"
"10360676","","11/2/2000"
"10360676","","11/2/2000"
"10360676","","11/2/2000"
"10360676","","11/2/2000"
"10360676","","11/2/2000"
"10360679","","12/14/2011"
"10360679","","12/14/2011"
"10360690","12/14/2008",""
"10360690","12/14/2008",""
"10360690","12/14/2008",""
"10360690","12/14/2008",""
"10360694","9/9/2014","10/25/2000"
"10360694","9/9/2014","10/25/2000"
"10360694","9/9/2014","10/25/2000"
"10360694","9/9/2014","10/25/2000"
"10360694","9/9/2014","10/25/2000"
"10360694","9/9/2014","10/25/2000"
"10360697","12/27/1999",""
"10360699","4/18/2008",""
"10360710","","7/1/1998"
"10360710","","7/1/1998"
"10360747","9/30/1997",""
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360750","9/27/2021","3/10/2008"
"10360764","12/5/2024","10/21/2001"
"10360764","12/5/2024","10/21/2001"
"10360764","12/5/2024","10/21/2001"
"10360764","12/5/2024","10/21/2001"
"10360764","12/5/2024","10/21/2001"
"10360764","12/5/2024","10/21/2001"
"10360764","12/5/2024","10/21/2001"
"10360764","12/5/2024","10/21/2001"
"10360808","4/11/1997",""
"10360828","3/31/1997",""
"10360830","3/31/1997",""
"10360943","3/8/2007","10/9/2003"
"10360943","3/8/2007","10/9/2003"
"10360943","3/8/2007","10/9/2003"
"10360943","3/8/2007","10/9/2003"
"10360952","9/27/1999",""
"10360997","6/10/2002","11/20/2007"
"10360997","6/10/2002","11/20/2007"
"10361010","5/7/2024",""
"10361010","5/7/2024",""
"10361014","6/26/2012",""
"10361014","6/26/2012",""
"10361014","6/26/2012",""
"10361014","6/26/2012",""
"10361014","6/26/2012",""
"10361088","9/30/2005","4/5/2005"
"10361088","9/30/2005","4/5/2005"
"10361342","12/30/2004",""
"10361387","6/9/1997",""
"10361387","6/9/1997",""
"10361552","12/29/2011",""
"10361552","12/29/2011",""
"10361552","12/29/2011",""
"10361687","3/7/2001",""
"10361793","",""
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10361934","9/9/2012","10/27/2007"
"10362059","10/8/2014",""
"10362059","10/8/2014",""
"10362059","10/8/2014",""
"10362059","10/8/2014",""
"10362059","10/8/2014",""
"10362102","12/10/2009","10/13/2004"
"10362102","12/10/2009","10/13/2004"
"10362102","12/10/2009","10/13/2004"
"10362223","","6/12/1997"
"10362223","","6/12/1997"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362225","2/6/2025","3/8/2019"
"10362233","5/18/2017","3/9/2004"
"10362233","5/18/2017","3/9/2004"
"10362233","5/18/2017","3/9/2004"
"10362233","5/18/2017","3/9/2004"
"10362233","5/18/2017","3/9/2004"
"10362233","5/18/2017","3/9/2004"
"10362233","5/18/2017","3/9/2004"
"10362233","5/18/2017","3/9/2004"
"10362259","","12/15/2007"
"10362259","","12/15/2007"
"10362259","","12/15/2007"
"10362259","","12/15/2007"
"10362274","","7/2/1998"
"10362274","","7/2/1998"
"10362276","","6/15/1997"
"10362276","","6/15/1997"
"10362281","","4/1/2004"
"10362281","","4/1/2004"
"10362303","","9/30/1999"
"10362303","","9/30/1999"
"10362303","","9/30/1999"
"10362303","","9/30/1999"
"10362303","","9/30/1999"
"10362303","","9/30/1999"
"10362306","6/3/1997","10/25/2000"
"10362306","6/3/1997","10/25/2000"
"10362306","6/3/1997","10/25/2000"
"10362306","6/3/1997","10/25/2000"
"10362306","6/3/1997","10/25/2000"
"10362306","6/3/1997","10/25/2000"
"10362306","6/3/1997","10/25/2000"
"10362338","1/26/2006","12/15/2007"
"10362338","1/26/2006","12/15/2007"
"10362338","1/26/2006","12/15/2007"
"10362342","1/20/2009","11/7/2000"
"10362342","1/20/2009","11/7/2000"
"10362342","1/20/2009","11/7/2000"
"10362342","1/20/2009","11/7/2000"
"10362361","9/8/1997",""
"10362364","","7/2/1998"
"10362364","","7/2/1998"
"10362368","12/15/2024","6/18/1997"
"10362368","12/15/2024","6/18/1997"
"10362368","12/15/2024","6/18/1997"
"10362368","12/15/2024","6/18/1997"
"10362368","12/15/2024","6/18/1997"
"10362368","12/15/2024","6/18/1997"
"10362370","","7/8/1998"
"10362370","","7/8/1998"
"10362383","","11/23/1997"
"10362383","","11/23/1997"
"10362383","","11/23/1997"
"10362383","","11/23/1997"
"10362390","4/2/1997",""
"10362391","4/2/1997",""
"10362392","","7/1/1998"
"10362392","","7/1/1998"
"10362401","","6/9/1997"
"10362401","","6/9/1997"
"10362477","12/3/2016",""
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362482","12/30/2017","11/20/2011"
"10362498","","6/12/1997"
"10362498","","6/12/1997"
"10362499","","6/5/1997"
"10362499","","6/5/1997"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362504","","4/15/1998"
"10362515","4/8/1997",""
"10362517","4/9/1997",""
"10362523","3/25/1997",""
"10362525","4/25/2024","3/16/2000"
"10362525","4/25/2024","3/16/2000"
"10362541","5/6/2002","2/18/2001"
"10362541","5/6/2002","2/18/2001"
"10362541","5/6/2002","2/18/2001"
"10362542","4/5/2006","2/21/2000"
"10362542","4/5/2006","2/21/2000"
"10362542","4/5/2006","2/21/2000"
"10362542","4/5/2006","2/21/2000"
"10362542","4/5/2006","2/21/2000"
"10362542","4/5/2006","2/21/2000"
"10362542","4/5/2006","2/21/2000"
"10362542","4/5/2006","2/21/2000"
"10362546","","3/25/2002"
"10362546","","3/25/2002"
"10362559","10/24/2000","9/29/1999"
"10362559","10/24/2000","9/29/1999"
"10362559","10/24/2000","9/29/1999"
"10362559","10/24/2000","9/29/1999"
"10362564","7/18/2003",""
"10362581","12/4/2000","10/24/2000"
"10362581","12/4/2000","10/24/2000"
"10362581","12/4/2000","10/24/2000"
"10362581","12/4/2000","10/24/2000"
"10362581","12/4/2000","10/24/2000"
"10362581","12/4/2000","10/24/2000"
"10362585","5/13/2002",""
"10362585","5/13/2002",""
"10362696","11/21/2004",""
"10362696","11/21/2004",""
"10362724","3/1/2019","11/26/2007"
"10362786","10/12/1999",""
"10362796","4/2/1999",""
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362841","12/31/2024","9/27/2015"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362856","5/16/2024","5/4/2011"
"10362888","10/13/2015","3/11/2014"
"10362888","10/13/2015","3/11/2014"
