"Hard and Soft Credit : Constituent : JHAS ID","Credit Amount","Fiscal Years"
"10230257","25.00","Prior FYs"
"10264451","85.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","100.00","Prior FYs"
"10264451","100.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","150.00","Prior FYs"
"10264458","30.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","100.00","Prior FYs"
"10264459","750000.00","Prior FYs"
"10000036","110.00","Prior FYs"
"10230257","100.00","Prior FYs"
"10264459","750000.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","100.00","Prior FYs"
"10264462","25.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","125.00","Prior FYs"
"10264462","25.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","150.00","Prior FYs"
"10264462","30.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","150.00","Prior FYs"
"10264466","100.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","100.00","Prior FYs"
"10264466","25.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","25.00","Prior FYs"
"10264466","100.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230257","50.00","Prior FYs"
"10264466","25.00","Prior FYs"
"10000036","110.00","Prior FYs"
"10230257","50.00","Prior FYs"
"10264466","25.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230257","50.00","Prior FYs"
"10264468","20.00","Prior FYs"
"10000036","25.00","Prior FYs"
"10230257","100.00","Prior FYs"
"10264468","20.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230257","50.00","Prior FYs"
"10264469","100.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230257","60.00","Prior FYs"
"10264470","25.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230257","50.00","Prior FYs"
"10264470","25.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230259","25.00","Prior FYs"
"10264470","25.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230259","25.00","Prior FYs"
"10264470","20.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230259","20.00","Prior FYs"
"10264470","100.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230259","25.00","Prior FYs"
"10264470","25.00","Prior FYs"
"10000036","50.00","Prior FYs"
"10230259","25.00","Prior FYs"
"10264470","25.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230259","20.00","Prior FYs"
"10264470","25.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230259","25.00","Prior FYs"
"10264470","20.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230259","25.00","Prior FYs"
"10264470","100.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230259","25.00","Prior FYs"
"10264476","100.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264476","50.00","Prior FYs"
"10000036","360.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264476","100.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264476","50.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230260","20.00","Prior FYs"
"10264476","100.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264476","100.00","Prior FYs"
"10000036","100.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264476","100.00","Prior FYs"
"10000036","1000.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264476","50.00","Prior FYs"
"10000036","2500.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264478","25.00","Prior FYs"
"10000036","2000.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264478","25.00","Prior FYs"
"10000036","1000.00","Prior FYs"
"10230260","20.00","Prior FYs"
"10264488","25.00","Prior FYs"
"10000036","2500.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264488","25.00","Prior FYs"
"10000036","2500.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264488","25.00","Prior FYs"
"10000036","2500.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264488","25.00","Prior FYs"
"10000036","5000.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000036","5000.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264532","35.00","Prior FYs"
"10000036","5000.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000036","5000.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000036","140.00","Prior FYs"
"10230260","100.00","Prior FYs"
"10264532","50.00","Prior FYs"
"10000036","250.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000036","12666.89","Prior FYs"
"10230260","100.00","Prior FYs"
"10264532","50.00","Prior FYs"
"10000036","5000.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000112","100.00","Prior FYs"
"10230260","50.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000112","180.00","Prior FYs"
"10230260","20.00","Prior FYs"
"10264532","35.00","Prior FYs"
"10000175","35180.82","Prior FYs"
"10230260","50.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000175","10232.32","Prior FYs"
"10230260","50.00","Prior FYs"
"10264532","25.00","Prior FYs"
"10000175","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264565","10.00","Prior FYs"
"10000175","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264565","10.00","Prior FYs"
"10000175","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264565","25.00","Prior FYs"
"10000175","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000175","4948.50","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000175","120.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000176","25.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000178","10.00","Prior FYs"
"10230263","50.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000272","120.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","100.00","Prior FYs"
"10000286","50.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000286","20.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000286","35.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000286","30.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000286","250.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000286","350.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000286","300.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000295","25.00","Prior FYs"
"10230263","50.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000295","30.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000295","80.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000323","25.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000323","1000.00","Prior FYs"
"10230263","75.00","Prior FYs"
"10264590","50.00","Prior FYs"
"10000323","250.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264590","100.00","Prior FYs"
"10000323","250.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264592","2.00","Prior FYs"
"10000335","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264592","18.00","Prior FYs"
"10000335","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264592","18.00","Prior FYs"
"10000335","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264640","1000.00","Prior FYs"
"10000335","5000.00","Prior FYs"
"10230263","25.00","Prior FYs"
"10264640","1000.00","Prior FYs"
"10000335","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264640","1000.00","Prior FYs"
"10000335","5000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264640","1000.00","Prior FYs"
"10000335","10000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264640","1000.00","Prior FYs"
"10000335","10000.00","Prior FYs"
"10230263","50.00","Prior FYs"
"10264670","25.00","Prior FYs"
"10000365","24000.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264670","25.00","Prior FYs"
"10000383","50.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264697","10.00","Prior FYs"
"10000383","50.00","Prior FYs"
"10230263","100.00","Prior FYs"
"10264697","15.00","Prior FYs"
"10000383","25.00","Prior FYs"
"10230264","10.00","Prior FYs"
"10264697","10.00","Prior FYs"
"10000383","50.00","Prior FYs"
"10230264","10.00","Prior FYs"
"10264697","15.00","Prior FYs"
"10000383","50.00","Prior FYs"
"10230265","25.00","Prior FYs"
"10264704","100.00","Prior FYs"
"10000383","50.00","Prior FYs"
"10230265","25.00","Prior FYs"
"10264704","300.00","Prior FYs"
"10000383","25.00","Prior FYs"
"10230265","25.00","Prior FYs"
"10264704","100.00","Prior FYs"
"10000584","25.00","Prior FYs"
"10230265","25.00","Prior FYs"
"10264704","100.00","Prior FYs"
"10000584","50.00","Prior FYs"
"10230265","1000.00","Prior FYs"
"10264704","100.00","Prior FYs"
"10000584","50.00","Prior FYs"
"10230265","100.00","Prior FYs"
"10264704","300.00","Prior FYs"
"10000584","50.00","Prior FYs"
"10230265","3900.00","Prior FYs"
"10264704","100.00","Prior FYs"
"10000584","50.00","Prior FYs"
"10230265","25.00","Prior FYs"
"10264704","120.00","Prior FYs"
"10000584","5000.00","Prior FYs"
"10230265","100.00","Prior FYs"
"10264704","240.00","Prior FYs"
"10000584","5000.00","Prior FYs"
"10230265","116055.98","Prior FYs"
"10264704","200.00","Prior FYs"
"10000475","25.00","Prior FYs"
"10230265","9939.96","Prior FYs"
"10264704","500.00","Prior FYs"
"10000475","25.00","Prior FYs"
"10230265","78000.00","Prior FYs"
"10264705","20.00","Prior FYs"
"10000475","10.00","Prior FYs"
"10230265","9939.96","Prior FYs"
"10264710","100.00","Prior FYs"
"10000475","25.00","Prior FYs"
"10230265","78000.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000475","25.00","Prior FYs"
"10230265","116055.98","Prior FYs"
"10264710","50.00","Prior FYs"
"10000475","25.00","Prior FYs"
"10230266","100.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000475","25.00","Prior FYs"
"10230266","50.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000475","25.00","Prior FYs"
"10230266","100.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230266","50.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230266","100.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230266","50.00","Prior FYs"
"10264710","55.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230266","100.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230266","50.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","100.00","Prior FYs"
"10230266","50.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230266","50.00","Prior FYs"
"10264710","55.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230266","100.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230266","100.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230267","10.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230267","10.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","100.00","Prior FYs"
"10230268","15.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264710","311.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264710","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230268","15.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264710","100.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264710","400.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264711","30.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264711","25.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264711","30.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","15.00","Prior FYs"
"10264711","25.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230268","10.00","Prior FYs"
"10264711","40.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264711","25.00","Prior FYs"
"10000489","100.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264711","20.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230268","5.00","Prior FYs"
"10264711","75.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","50.00","Prior FYs"
"10264747","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","50.00","Prior FYs"
"10264747","50.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","35.00","Prior FYs"
"10264751","75.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","65.00","Prior FYs"
"10264752","20.00","Prior FYs"
"10000489","100.00","Prior FYs"
"10230209","125.00","Prior FYs"
"10264752","20.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","100.00","Prior FYs"
"10264752","20.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","80.00","Prior FYs"
"10264752","20.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","60.00","Prior FYs"
"10264752","20.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","50.00","Prior FYs"
"10264752","20.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","100.00","Prior FYs"
"10264788","25.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","75.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","60.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","60.00","Prior FYs"
"10264803","25.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","38.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","66.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000489","100.00","Prior FYs"
"10230209","136.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000489","100.00","Prior FYs"
"10230209","140.00","Prior FYs"
"10264803","25.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","137.00","Prior FYs"
"10264803","25.00","Prior FYs"
"10000489","25.00","Prior FYs"
"10230209","134.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000489","50.00","Prior FYs"
"10230209","0.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000503","100.00","Prior FYs"
"10230209","51.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000503","250.00","Prior FYs"
"10230209","51.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000516","100.00","Prior FYs"
"10230209","138.00","This FY"
"10264803","50.00","Prior FYs"
"10000540","75.00","Prior FYs"
"10230209","154.00","This FY"
"10264803","25.00","Prior FYs"
"10000560","200.00","Prior FYs"
"10230210","50.00","Prior FYs"
"10264803","20.00","Prior FYs"
"10000560","250.00","Prior FYs"
"10230210","50.00","Prior FYs"
"10264803","50.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230213","200.00","Prior FYs"
"10264803","100.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230213","100.00","Prior FYs"
"10264807","50.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230213","25.00","Prior FYs"
"10264808","10.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230213","250.00","Prior FYs"
"10264808","100.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230213","250.00","Prior FYs"
"10264808","25.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230213","250.00","Prior FYs"
"10264808","10.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230213","250.00","Prior FYs"
"10264808","50.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264808","150.00","Prior FYs"
"10000560","250.00","Prior FYs"
"10230215","25.00","Prior FYs"
"10264808","10.00","Prior FYs"
"10000560","250.00","Prior FYs"
"10230215","25.00","Prior FYs"
"10264808","10.00","Prior FYs"
"10000560","2000.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264808","25.00","Prior FYs"
"10000560","1000.00","Prior FYs"
"10230215","25.00","Prior FYs"
"10264808","100.00","Prior FYs"
"10000560","2500.00","Prior FYs"
"10230215","15.00","Prior FYs"
"10264808","50.00","Prior FYs"
"10000560","1500.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264808","150.00","Prior FYs"
"10000560","3000.00","Prior FYs"
"10230215","15.00","Prior FYs"
"10264808","25.00","Prior FYs"
"10000560","1000.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264808","150.00","Prior FYs"
"10000560","5000.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264820","10.00","Prior FYs"
"10000560","500.00","Prior FYs"
"10230215","25.00","Prior FYs"
"10264820","10.00","Prior FYs"
"10000560","2000.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264827","25.00","Prior FYs"
"10000560","2500.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264863","36.00","Prior FYs"
"10000560","5000.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10264863","50.00","Prior FYs"
"10000560","1000.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10265297","100.00","Prior FYs"
"10000560","5000.00","Prior FYs"
"10230215","35.00","Prior FYs"
"10265381","50.00","Prior FYs"
"10000560","250.00","Prior FYs"
"10230215","25.00","Prior FYs"
"10265494","25.00","Prior FYs"
"10000560","1000.00","Prior FYs"
"10230215","15.00","Prior FYs"
"10265494","25.00","Prior FYs"
"10000560","5000.00","Prior FYs"
"10230215","25.00","Prior FYs"
"10265494","25.00","Prior FYs"
"10000560","5000.00","Prior FYs"
"10230215","15.00","Prior FYs"
"10265494","25.00","Prior FYs"
"10000560","5000.00","Prior FYs"
"10230215","25.00","Prior FYs"
"10265497","25.00","Prior FYs"
"10000560","5001.05","Prior FYs"
"10230215","25.00","Prior FYs"
"10265497","25.00","Prior FYs"
"10000560","5000.70","Prior FYs"
"10230215","35.00","Prior FYs"
"10265497","25.00","Prior FYs"
"10000560","5112.79","Prior FYs"
"10230215","50.00","Prior FYs"
"10265502","25.00","Prior FYs"
"10000560","5076.40","Prior FYs"
"10230215","25.00","Prior FYs"
"10265502","25.00","Prior FYs"
"10000560","5013.65","Prior FYs"
"10230215","25.00","Prior FYs"
"10265555","10.00","Prior FYs"
"10000560","5103.13","Prior FYs"
"10230215","20.00","Prior FYs"
"10265608","500.00","Prior FYs"
"10000560","4845.31","Prior FYs"
"10230215","25.00","Prior FYs"
"10265608","100.00","Prior FYs"
"10000560","4948.14","Prior FYs"
"10230215","25.00","Prior FYs"
"10265608","100.00","Prior FYs"
"10000560","5498.14","Prior FYs"
"10230215","30.00","Prior FYs"
"10265608","500.00","Prior FYs"
"10000560","9447.75","Prior FYs"
"10230215","25.00","Prior FYs"
"10265608","50.00","Prior FYs"
"10000560","5821.06","Prior FYs"
"10230215","45.00","Prior FYs"
"10265608","500.00","Prior FYs"
"10000560","4970.35","Prior FYs"
"10230215","25.00","Prior FYs"
"10265608","500.00","Prior FYs"
"10000560","4718.49","Prior FYs"
"10230215","30.00","Prior FYs"
"10265608","1000.00","Prior FYs"
